Comentario,Polaridad,Aspecto
es facil de entender gracias a que lo hicieron en forma de carril permite identificar las actividades del actor y la interaccion con el sistema,1,gracias
existe nodo inicial y nodo final pero al ser tan basica las actividades descritas podria decirse que funciona como un procedimiento estatico,0,nodo
no detalla explicitamente lo que se quiere hacer por el flujo normal solo realiza una actividad y por el flujo alterno se ve obligado a crear dicha actividad,-1,flujo
existen los flujos de decision pero unicamente para mostrar o no un mensaje deberia profundizarse mas para que si por un camino no realiza algo por el flujo alterno pueda realizar otra actividad competente con lo solicitado,-1,flujos
no existe nombre del diagrama,-1,nombre
existe de manera correcta el nodo inicial y final del diagrama,1,manera
el flujo base y flujo alterno de las actividades no se representan correctamente en su mayoria,-1,flujo
el flujo de control y decision se incluye donde se debe,1,flujo
no se tiene en claro el nombre del diagrama que se especifica y no aparece alguna distribucion de carriles pues solo hay un objeto,-1,claro
tiene bien tanto el nodo inicial como el final no deja en claro un mensaje final,0,nodo
el flujo base y flujo alterno de las actividades no se representan correctamente en su mayoria,-1,flujo
el flujo de control no se encuentra correcto en gran parte y el control de decision no es el correcto,-1,flujo
no tiene nombre del diagrama ni tiene la distribucion correcta de los carriles,-1,nombre
si tiene los nodos iniciales y final pero deberia terminar los procesos correctamente,0,procesos
si la cumple pero no de la manera correcta,0,manera
el flujo de control no se encuentra correcto en gran parte y el control de decision no es el correcto,-1,flujo
no tienen nombre de diagrama carriles separados,-1,nombre
el nodo final no esta correctamente por motivo que existen procesos sin terminar,-1,nodo
el flujo base y flujo alterno de las actividades no se representan correctamente en su mayoria,-1,flujo
el flujo de control y decision se incluye donde se debe,1,flujo
el diagrama no tiene nombre la distribucion de carriles es correcta,0,diagrama
el nodo inicial y final es correcto faltan nodos de terminacion de procesos,0,nodo
el flujo base y flujo alterno no es representado de forma correcta con respecto al caso de uso ni describe la funcionalidad correcta,-1,flujo
la mayoria de flujos de control no son correctos el control de decision es incluido de forma correcta,0,mayoria
el diagrama no tiene nombre la distribucion de carriles es incorrecta,-1,diagrama
el nodo inicial y final es correcto faltan nodos de terminacion de procesos,0,nodo
el flujo base y flujo alterno no es representado de forma correcta con respecto al caso de uso ni describe la funcionalidad correcta,-1,flujo
la mayoria de flujos de control no son correctos los controles de decision no son incluidos de forma correcta,-1,mayoria
el diagrama no tiene nombre la distribucion de carriles es correcta,0,diagrama
el nodo inicial y final es correcto no se entiende el nodo final de procesos,0,nodo
el flujo base y flujo alterno no es representado de forma correcta con respecto al caso de uso ni describe la funcionalidad correcta,-1,flujo
la mayoria de flujos de control no son correctos los controles de decision no son incluidos de forma correcta,-1,mayoria
el diagrama no tiene nombre la distribucion de carriles es correcta,0,diagrama
el nodo inicial y final es correcto faltan nodos final de procesos,0,nodo
el flujo base y flujo alterno no es representado de forma correcta con respecto al caso de uso ni describe la funcionalidad correcta,-1,flujo
la mayoria de flujos de control no son correctos el control de decision es incluido de forma correcta,0,mayoria
el diagrama no tiene nombre la distribucion de carriles es correcta,0,diagrama
el nodo inicial y final es correcto falta nodo final de procesos,0,nodo
el flujo base y flujo alterno no es representado de forma correcta con respecto al caso de uso ni describe la funcionalidad correcta,-1,flujo
la mayoria de flujos de control no son correctos el control de decision es incluido de forma correcta,0,mayoria
el diagrama no tiene nombre la distribucion de carriles es correcta,0,diagrama
el nodo inicial es correcto no se entiende los nodos final de procesos,0,nodo
el flujo base y flujo alterno no es representado de forma correcta con respecto al caso de uso ni describe la funcionalidad correcta,-1,flujo
la mayoria de flujos de control no son correctos los controles de decision no son incluidos de forma correcta,-1,mayoria
el diagrama no tiene nombre la distribucion de carriles es correcta,0,diagrama
el nodo inicial y final es correcto falta nodos final de procesos,0,nodo
el flujo base y flujo alterno no es representado de forma correcta con respecto al caso de uso ni describe la funcionalidad correcta,-1,flujo
la mayoria de flujos de control no son correctos los controles de decision no son incluidos de forma correcta,-1,mayoria
el diagrama no tiene nombre la distribucion de carriles es correcta,0,diagrama
el nodo inicial es correcto no se entiende el nodo final,0,nodo
el flujo base y flujo alterno no es representado de forma correcta con respecto al caso de uso ni describe la funcionalidad correcta,-1,flujo
la mayoria de flujos de control no son correctos el control de decision es incluido de forma correcta,0,mayoria
el diagrama no tiene nombre la distribucion de carriles es correcta,0,diagrama
el nodo inicial y final es correcto faltan nodos de terminacion de procesos,0,nodo
el flujo base y flujo alterno no es representado de forma correcta con respecto al caso de uso ni describe la funcionalidad correcta,-1,flujo
la mayoria de flujos de control no son correctos los controles de decision no son incluidos de forma correcta,-1,mayoria
el nombre del diagrama es adecuado la distribucion de carriles es correcta faltan procesos,0,nombre
el nodo inicial y final es correcto falta nodos final de procesos,0,nodo
el flujo base y flujo alterno no es representado de forma correcta con respecto al caso de uso ni describe la funcionalidad correcta,-1,flujo
la mayoria de flujos de control no son correctos los controles de decision no son incluidos de forma correcta,-1,mayoria
el diagrama no tiene nombre la distribucion de carriles es correcta,0,diagrama
el nodo inicial y final es correcto falta nodos final de procesos,0,nodo
el flujo base y flujo alterno no es representado de forma correcta con respecto al caso de uso ni describe la funcionalidad correcta,-1,flujo
la mayoria de flujos de control no son correctos los controles de decision no son incluidos de forma correcta,-1,mayoria
el diagrama no tiene nombre la distribucion de carriles es correcta,0,diagrama
el nodo inicial y final es correcto faltan nodos de terminacion de procesos,0,nodo
el flujo base y flujo alterno no es representado de forma correcta con respecto al caso de uso ni describe la funcionalidad correcta,-1,flujo
faltan flujos de control el flujo de control de decision no se entiende su funcionalidad,-1,flujos
el diagrama no tiene nombre la distribucion de carriles es correcta,0,diagrama
el nodo inicial es correcto el nodo de terminacion de proceso es incorrecto,0,nodo
el flujo base y flujo alterno no es representado de forma correcta con respecto al caso de uso ni describe la funcionalidad correcta,-1,flujo
algunos flujos de control no tienen un flujo correcto y faltan flujos de control los controles de decision no son incluidos de forma correcta,-1,flujos
el diagrama no tiene nombre la distribucion de carriles es incorrecta,-1,diagrama
el nodo inicial es correcto faltan nodos de terminacion de procesos,0,nodo
el flujo base y flujo alterno no es representado de forma correcta con respecto al caso de uso ni describe la funcionalidad correcta,-1,flujo
algunos flujos de control no tienen un flujo correcto existe muchos controles de decision que no son incluidos de forma correcta,-1,flujos
no se especifica el nombre del diagrama no existe una distribucion de carriles para su comprension,-1,nombre
el nodo inicial y final es correcto falta nodos final de procesos,0,nodo
el flujo base y flujo alterno no es representado de forma correcta con respecto al caso de uso ni describe la funcionalidad correcta,-1,flujo
